sample	species	group	population	FROH	het	high_hom	high_het	high_all	moderate_hom	moderate_het	moderate_all	low_hom	low_het	low_all	cadd_01_hom	cadd_01_het	cadd_01_total	cadd_05_hom	cadd_05_het	cadd_05_total	cadd_10_hom	cadd_10_het	cadd_10_total	cadd_25_hom	cadd_25_het	cadd_25_total	FROH_100k	het_out_roh	het_out_roh_100k	cadd_01_hom_out_roh	cadd_01_het_out_roh	cadd_05_hom_out_roh	cadd_05_het_out_roh	modifier_hom	modifier_het	modifier_all	high_hom_raw	high_het_raw	high_all_raw	moderate_hom_raw	moderate_het_raw	moderate_all_raw	low_hom_raw	low_het_raw	low_all_raw	high_hom_corr	high_het_corr	high_all_corr	moderate_hom_corr	moderate_het_corr	moderate_all_corr	low_hom_corr	low_het_corr	low_all_corr	cadd_01_hom_raw	cadd_01_het_raw	cadd_01_total_raw	cadd_05_hom_raw	cadd_05_het_raw	cadd_05_total_raw	cadd_10_hom_raw	cadd_10_het_raw	cadd_10_total_raw	cadd_25_hom_raw	cadd_25_het_raw	cadd_25_total_raw	cadd_50_hom_raw	cadd_50_het_raw	cadd_50_total_raw	cadd_neutral_hom_raw	cadd_neutral_het_raw	cadd_neutral_total_raw	cadd_01_hom_corr	cadd_01_het_corr	cadd_01_total_corr	cadd_05_hom_corr	cadd_05_het_corr	cadd_05_total_corr	cadd_10_hom_corr	cadd_10_het_corr	cadd_10_total_corr	cadd_25_hom_corr	cadd_25_het_corr	cadd_25_total_corr	cadd_50_hom_corr	cadd_50_het_corr	cadd_50_total_corr
MK_5A19933	Mauritius	recent	East	0.527559546	2.73E-05	9.95E-05	1.42E-04	0.000341231	0.004165867	0.004023687	0.012355421	0.004592406	0.004265393	0.013450205	0.003777336	0.003379722	0.010934394	0.036978131	0.031411531	0.105367793	0.05805169	0.04333996	0.15944334	0.183300199	0.112127237	0.478727635	0.707706858	6.15E-05	9.34E-05	0.973684211	1	0.96097561	0.96835443	55138	30391	70333.5	7	10	12	293	283	434.5	323	300	473	6.659616537	9.51373791	11.41648549	278.7525208	269.2387829	413.3719122	307.2937345	285.4121373	449.9998031	19	17	27.5	186	158	265	292	218	401	922	564	1204	1454	979	1943.5	3851	2358	5030	17.51839551	15.67435388	25.35557245	171.4958718	145.679289	244.3355163	269.2300784	201.0005379	369.7303473	850.1031926	520.0197404	1110.113063	1340.618267	902.6583791	1791.947456
MK_5A19951	Mauritius	recent	East	0.370923862	3.61E-05	4.41E-05	7.35E-05	0.000161771	0.004058973	0.004220743	0.012338689	0.004176624	0.003588367	0.011941615	0.003449675	0.004058442	0.010957792	0.029220779	0.036525974	0.094967532	0.05174513	0.051339286	0.154829546	0.155438312	0.140016234	0.450892858	0.640956046	6.03E-05	1.01E-04	0.978021978	1	0.975197294	0.977777778	50685	34625	67997.5	3	5	5.5	276	287	419.5	284	244	406	2.952172441	4.920287402	5.412316143	271.5998646	282.4244969	412.8121131	279.4723245	240.1100252	399.5273371	17	20	27	144	180	234	255	253	381.5	766	690	1111	1203	1218	1812	3379	3098	4928	15.99878247	18.82209702	25.40983098	135.5190985	169.3988732	220.2185351	239.981737	238.0995273	359.0315007	720.8863159	649.3623472	1045.567489	1132.149136	1146.265709	1705.28199
MK_5A19960	Mauritius	recent	East	0.630865784	2.14E-05	1.07E-04	7.68E-05	0.000291726	0.004713686	0.003239699	0.012667071	0.004744394	0.003040097	0.012528885	0.003761478	0.003318951	0.010841907	0.036065936	0.020134971	0.092266844	0.0635026	0.035402146	0.162407346	0.193384224	0.093151897	0.479920345	0.796824697	6.14E-05	1.05E-04	0.976190476	0.866666667	0.966975666	0.967032967	53359	23541	65129.5	7	5	9.5	307	211	412.5	309	198	408	7.191735538	5.136953956	9.760212516	315.4089729	216.7794569	423.7987013	317.4637545	203.4233766	419.1754428	17	15	24.5	163	91	208.5	287	160	367	874	421	1084.5	1378	708	1732	3695	1649	4519.5	17.44485009	15.39251479	25.14110749	167.2653274	93.38125639	213.9559556	294.5101163	164.1868244	376.6035285	896.8705284	432.0165817	1112.878819	1414.059025	726.526698	1777.322374
MK_5A19963	Mauritius	recent	East	0.433613745	3.23E-05	8.74E-05	1.31E-04	0.000305895	0.003932936	0.004369929	0.012235801	0.004719523	0.003554209	0.012993255	0.002412303	0.005025631	0.009850236	0.033973264	0.040607096	0.108553623	0.056689114	0.047240929	0.160619157	0.168861192	0.134284853	0.472007237	0.678301289	6.16E-05	1.00E-04	0.982352941	1	0.967795669	0.995049505	52975	31352	68651	6	9	10.5	270	300	420	324	244	446	5.848140467	8.7722107	10.23424582	263.166321	292.4070233	409.3698327	315.7995852	237.824379	434.7117747	12	25	24.5	169	202	270	282	235	399.5	840	668	1174	1335	1214	1942	3573	2803	4974.5	11.18769253	23.30769276	22.84153891	157.5600031	188.3261575	251.7230818	262.9107744	219.092312	372.4569303	783.1384768	622.7815506	1094.529252	1244.630794	1131.821561	1810.541574
MK_5A19966	Mauritius	recent	East	0.36131062	3.60E-05	7.48E-05	1.35E-04	0.000284157	0.003544482	0.004262351	0.011351315	0.004396952	0.004426863	0.013220767	0.003789075	0.004631091	0.012209241	0.033049153	0.038732765	0.10483107	0.054520577	0.053468056	0.16250921	0.158930639	0.148615935	0.466477213	0.650245728	6.00E-05	1.03E-04	0.976470588	0.954545455	0.975678733	0.972826087	50266	33197	66864.5	5	9	9.5	237	285	379.5	294	296	442	5.003660278	9.0065885	9.506954528	237.1734972	285.2086358	379.7778151	294.2152243	296.2166884	442.3235686	18	22	29	157	184	249	259	254	386	755	706	1108	1224	1325	1886.5	3244	3013	4750.5	17.57283753	21.47791254	28.3117938	153.274194	179.6334503	243.0909192	252.8536067	247.972263	376.8397382	737.0829077	689.2457388	1081.705777	1194.952952	1293.556096	1841.731
MK_5A19969	Mauritius	recent	East	0.487621565	2.91E-05	9.20E-05	1.38E-04	0.000321896	0.004031362	0.004184646	0.01224737	0.004567855	0.004399243	0.013534953	0.004064606	0.004064606	0.012193818	0.037651086	0.032516847	0.107819018	0.060113381	0.047919564	0.168146326	0.17927051	0.123863515	0.482404535	0.714233736	5.92E-05	1.02E-04	0.967914439	1	0.962878355	0.967105263	50677	29123	65238.5	6	9	10.5	263	273	399.5	298	287	441.5	6.154045405	9.231068108	10.76957946	269.7523236	280.0090659	409.7568566	305.6509218	294.3685052	452.8351744	19	19	28.5	176	152	252	281	224	393	838	579	1127.5	1260	954	1737	3466	2417	4674.5	18.85068551	18.85068551	28.27602826	174.6168763	150.8054841	250.0196183	278.7917173	222.2396607	389.9115476	831.4144451	574.4498374	1118.639364	1250.098092	946.5028408	1723.349512
MK_5A19992	Mauritius	recent	East	0.460320745	3.06E-05	8.07E-05	1.61E-04	0.000322982	0.004085719	0.005054665	0.013226103	0.004440999	0.004812428	0.013694426	0.00369174	0.004614675	0.011998154	0.031841255	0.035071527	0.098754038	0.059529303	0.047992617	0.167051223	0.171435164	0.12667282	0.469543148	0.712008982	5.80E-05	1.06E-04	0.965116279	1	0.97001224	0.973684211	47465	28916	61923	5	10	10	253	313	409.5	275	298	424	5.402955972	10.80591194	10.80591194	273.3895722	338.2250438	442.5020941	297.1625785	322.0161759	458.1706664	16	20	26	138	152	214	258	208	362	743	549	1017.5	1185	973	1671.5	3030	2608	4334	17.12142023	21.40177529	27.82230788	147.6722495	162.6534922	228.9989956	276.0829013	222.578463	387.3721328	795.0759521	587.4787318	1088.815318	1268.055186	1041.196368	1788.65337
MK_5A19996	Mauritius	recent	East	0.430921633	3.26E-05	6.99E-05	1.40E-04	0.000279593	0.003620732	0.003397057	0.010638521	0.004137979	0.003411037	0.011686995	0.002731174	0.003901678	0.009364027	0.029847835	0.042723371	0.10241904	0.057159579	0.054623488	0.168942646	0.159188451	0.152945767	0.471322669	0.630064158	5.99E-05	8.81E-05	0.983050847	0.9	0.981611682	0.99086758	53691	35683	71532.5	5	10	10	259	243	380.5	296	244	418	4.677136164	9.354272328	9.354272328	242.2756533	227.3088176	355.9300621	276.8864609	228.2442448	391.0085833	14	20	24	153	219	262.5	293	280	433	816	784	1208	1302	1312	1958	3489	3274	5126	12.66654426	18.09506323	21.71407588	138.4272337	198.1409424	237.4977049	265.0926763	253.3308852	391.7581189	738.2785798	709.3264786	1092.941819	1177.988616	1187.036148	1771.50669
MK_5A19997	Mauritius	recent	East	0.459022036	3.04E-05	1.36E-04	6.04E-05	0.000332221	0.004152761	0.003548723	0.011854245	0.004409477	0.003548723	0.012367677	0.002536462	0.003593321	0.008666244	0.035721835	0.035933207	0.107376876	0.058549989	0.043753963	0.160853941	0.181779751	0.128725428	0.49228493	0.722261131	6.10E-05	1.09E-04	0.988372093	1	0.966898955	0.994117647	52057	28328	66221	9	4	11	275	235	392.5	292	235	409.5	9.094109675	4.041826522	11.11502294	277.8755734	237.4573082	396.6042275	295.0533361	237.4573082	413.7819902	12	17	20.5	169	170	254	277	207	380.5	860	609	1164.5	1374	1017	1882.5	3518	2426	4731	11.76351225	16.66497569	20.0960001	165.6694642	166.6497569	248.9943427	271.5410745	202.9205864	373.0013677	843.0517115	596.9982469	1141.550835	1346.922153	996.9576635	1845.400985
MK_5A26603	Mauritius	recent	East	0.482061908	3.00E-05	4.48E-05	1.34E-04	0.000224039	0.003898286	0.004301557	0.012098129	0.004271685	0.004152197	0.012695567	0.003418073	0.00469985	0.011535997	0.033967101	0.034821619	0.102755821	0.057893612	0.045289468	0.161076692	0.164281137	0.129673147	0.458235421	0.697702324	6.05E-05	9.92E-05	0.964705882	0.954545455	0.970857143	0.993865031	51602	30701	66952.5	3	9	7.5	261	288	405	286	278	425	2.998250186	8.994750558	7.495625465	260.8477662	287.8320179	404.7637751	285.8331844	277.8378506	424.7521097	16	22	27	159	163	240.5	271	212	377	769	607	1072.5	1283	1032	1799	3425	2512	4681	15.85221861	21.79680058	26.7506189	157.5314224	161.494477	238.2786609	268.4969526	210.0418965	373.5179009	761.8972567	601.3935434	1062.594028	1271.149779	1022.4681	1782.383829
MK_5A26607	Mauritius	recent	East	0.527162149	2.66E-05	1.06E-04	1.36E-04	0.000348142	0.004207977	0.003859835	0.012275789	0.004359343	0.003617649	0.012336335	0.003690437	0.004341691	0.011722566	0.030391838	0.030608922	0.091392597	0.057310322	0.042331488	0.156952132	0.16064257	0.125909042	0.447194182	0.733544129	5.89E-05	9.98E-05	0.973684211	0.9	0.980082015	0.978723404	52138	27854	66065	7	9	11.5	278	255	405.5	288	239	407.5	7.089898429	9.115583694	11.64769028	281.5702519	258.2748713	410.7076876	291.6986782	242.0693892	412.7333728	17	20	27	140	141	210.5	264	195	361.5	740	580	1030	1247	914	1704	3389	2435	4606.5	17.11538044	20.13574169	27.18325129	140.9501919	141.9569789	211.9286813	265.7917904	196.3234815	363.9535311	745.0224427	583.9365092	1036.990697	1255.463495	920.2033955	1715.565192
MK_5A26610	Mauritius	recent	East	0.510054612	2.77E-05	1.05E-04	1.05E-04	0.000314633	0.00435991	0.004270015	0.012989835	0.004255032	0.004225067	0.012735131	0.003171247	0.00359408	0.009936575	0.038054968	0.031289641	0.107399577	0.060042283	0.037843552	0.157928118	0.181818182	0.113319239	0.476955603	0.742337029	6.20E-05	1.08E-04	0.977142857	0.941176471	0.962146893	0.972972973	53445	26599	66744.5	7	7	10.5	291	285	433.5	284	282	425	7.017718909	7.017718909	10.52657836	291.7366003	285.7214127	434.5973067	284.7188814	282.7138189	426.0757909	15	17	23.5	180	148	254	284	179	373.5	860	536	1128	1372	860	1802	3702	2056	4730	14.70749907	16.66849894	23.04174854	176.4899888	145.1139908	249.0469842	278.4619823	175.5094889	366.2167268	843.2299465	525.5479667	1106.00393	1345.245915	843.2299465	1766.860888
MK_5A26612	Mauritius	recent	East	0.406247217	3.30E-05	8.91E-05	1.19E-04	0.000297153	0.004011559	0.003892698	0.011915816	0.004368142	0.003654976	0.01239126	0.003332639	0.004165799	0.010831077	0.03457613	0.032076651	0.101228911	0.054363674	0.051031035	0.159758383	0.166631952	0.134555301	0.467819205	0.679129395	5.96E-05	1.03E-04	0.982248521	1	0.972095672	0.974025974	51907	30797	67305.5	6	8	10	270	262	401	294	246	417	5.965050273	7.953400365	9.941750456	268.4272623	260.4738619	398.6641933	292.2874634	244.5670612	414.570994	16	20	26	166	154	243	261	245	383.5	800	646	1123	1304	1103	1855.5	3508	2586	4801	15.45599569	19.31999461	25.11599299	160.3559553	148.7639585	234.7379345	252.1259296	236.669934	370.4608966	772.7997844	624.0358259	1084.817697	1259.663649	1065.497703	1792.4125
MK_5A26613	Mauritius	recent	East	0.447639027	3.12E-05	6.25E-05	1.41E-04	0.000265808	0.004002752	0.004284195	0.012289699	0.004315467	0.003392958	0.012023892	0.0030871	0.003748622	0.009922822	0.033737596	0.034178611	0.101653804	0.050716648	0.055347299	0.156780595	0.166482911	0.136493936	0.469459758	0.698899896	5.83E-05	1.04E-04	0.975609756	0.882352941	0.973621103	0.987096774	48668	30576	63956	4	9	8.5	256	274	393	276	217	384.5	4.184967698	9.416177321	8.893056359	267.8379327	286.6702873	411.1730764	288.7627712	227.0344976	402.28002	14	17	22.5	153	155	230.5	230	251	355.5	755	619	1064.5	1217	1087	1760.5	3193	2684	4535	14.31724496	17.38522602	23.00985797	156.4670342	158.5123549	235.7232116	235.2118814	256.6877489	363.5557559	772.1085674	633.0267592	1088.621947	1244.577651	1111.631805	1800.393553
MK_5A26614	Mauritius	recent	East	0.398270819	3.63E-05	6.82E-05	1.77E-04	0.000313681	0.003886911	0.004268783	0.012042605	0.00421423	0.004459719	0.012888179	0.003021148	0.004720544	0.01076284	0.034176737	0.042484894	0.110838369	0.054380665	0.055891239	0.164652569	0.16597432	0.148225076	0.480173716	0.617577661	6.56E-05	9.49E-05	0.977900552	1	0.97382199	0.986666667	55210	36226	73323	5	13	11.5	285	313	441.5	309	327	472.5	4.562923539	11.8636012	10.49472414	260.0866417	285.6390135	402.9061485	281.9886747	298.4151994	431.1962744	16	25	28.5	181	225	293.5	288	296	436	879	785	1271.5	1378	1370	2063	3663	3266	5296	14.01137373	21.89277146	24.95775946	158.5036654	197.0349431	257.0211369	252.2047272	259.2104141	381.8099342	769.7498445	687.4330238	1113.466356	1206.729563	1199.723876	1806.591501
hMK_1	Mauritius	historical	NA	0.013391059	2.77E-05	2.33E-05	1.40E-04	0.000186066	0.00279099	0.004093452	0.009675432	0.003535254	0.008372969	0.015443477	0.001817081	0.007874016	0.011508177	0.01120533	0.073894609	0.09630527	0.017262265	0.11871593	0.15324046	0.070260448	0.341308298	0.481829194	0.435393604	2.77E-05	4.91E-05	0.992957746	0.454545455	0.997650744	0.652173913	22124	41743	42995.5	1	6	4	120	176	208	152	360	332	1.556289578	9.337737465	6.22515831	186.7547493	273.9069656	323.7082321	236.5560158	560.2642479	516.6881397	6	26	19	37	244	159	57	392	253	232	1127	795.5	372	1837	1290.5	918	4768	3302	8.427192076	36.51783233	26.68610824	51.96768447	342.7058111	223.32059	80.05832472	550.576549	355.3465992	325.8514269	1582.907578	1117.305216	522.4859087	2580.125307	1812.548562
hMK_10	Mauritius	historical	NA	0.092715144	4.84E-05	5.58E-05	1.95E-04	0.000306941	0.004604116	0.005971399	0.015179631	0.00560865	0.00538542	0.01660272	0.003976862	0.003976862	0.011930586	0.027838033	0.041576283	0.09725235	0.052060738	0.067968185	0.172089661	0.143167028	0.193781634	0.48011569	0.753035002	5.26E-05	1.96E-04	0.988505747	1	0.995336442	1	25430	20815	35837.5	2	7	5.5	165	214	272	201	193	297.5	3.734269887	13.0699446	10.26924219	308.0772656	399.5668779	507.8607046	375.2941236	360.3570441	555.4726456	11	11	16.5	77	115	134.5	144	188	238	396	536	664	661	886	1104	1585	2362	2766	18.44374973	18.44374973	27.6656246	129.1062481	192.8210199	225.5167581	241.4454511	315.22045	399.0556761	663.9749904	898.7136234	1113.331802	1108.301689	1485.560206	1851.081792
hMK_11	Mauritius	historical	NA	0.118114964	4.24E-05	9.25E-05	1.62E-04	0.000346729	0.00432255	0.006426037	0.015071137	0.005570773	0.005316505	0.016458051	0.00329934	0.0044991	0.01109778	0.030893821	0.045890822	0.107678464	0.045290942	0.060287942	0.150869826	0.137372525	0.188662268	0.463407318	0.647822369	4.76E-05	1.20E-04	0.994318182	1	0.993043478	1	30869	24785	43261.5	4	7	7.5	187	278	326	241	230	356	6.186881965	10.82704344	11.60040368	289.2367319	429.9882965	504.2308801	372.7596384	355.745713	550.6324949	11	15	18.5	103	153	179.5	151	201	251.5	458	629	772.5	767	1016	1275	2035	2598	3334	15.30156322	20.86576802	25.73444723	143.2782738	212.8308338	249.6936907	210.0487314	279.6012915	349.8493772	637.1014503	874.9712058	1074.587053	1066.936272	1413.308021	1773.590282
hMK_16	Mauritius	historical	NA	0.081544654	5.12E-05	6.07E-05	1.62E-04	0.0002833	0.003784085	0.006778975	0.014347145	0.00513988	0.005018465	0.015298225	0.002887139	0.004724409	0.010498688	0.027296588	0.046456693	0.101049869	0.04488189	0.069291339	0.159055119	0.141469816	0.200524934	0.483464566	0.581053648	5.50E-05	1.22E-04	1	0.961538462	0.994784876	0.995901639	34272	30291	49417.5	3	8	7	187	335	354.5	254	248	378	4.062130735	10.83234863	9.478305048	253.2061491	453.6045987	480.0084485	343.9270689	335.8028074	511.8284726	11	18	20	104	177	192.5	171	264	303	539	764	921	837	1251	1462.5	2261	3098	3810	13.38987185	21.9106994	24.34522155	126.5951521	215.4552107	234.3227574	208.1516443	321.3569245	368.8301065	656.1037209	929.9874633	1121.097453	1018.847522	1522.793608	1780.244326
hMK_2	Mauritius	historical	NA	0.059530272	6.50E-05	2.86E-05	2.29E-04	0.000285686	0.003571071	0.008427729	0.015569871	0.004542403	0.006942163	0.016026969	0.001897533	0.007590133	0.011385199	0.022770398	0.061859583	0.10740038	0.025047438	0.095256167	0.145351043	0.099051233	0.274762808	0.472865274	0.700761765	6.80E-05	2.17E-04	1	0.8	0.99833979	0.863414634	21296	27415	35003.5	1	8	5	125	295	272.5	159	243	280.5	1.911621653	15.29297322	9.558108265	238.9527066	563.9283876	520.9169004	303.9478428	464.5240617	536.2098737	5	20	15	60	163	141.5	66	251	191.5	261	724	623	409	1165	991.5	1085	3100	2635	8.800312535	35.20125014	26.4009376	105.6037504	286.8901886	249.0488447	116.1641255	441.7756893	337.0519701	459.3763143	1274.285255	1096.518942	719.8655654	2050.472821	1745.101976
hMK_20	Mauritius	historical	NA	0.028803728	3.63E-05	1.91E-05	9.56E-05	0.000133814	0.003632089	0.005333435	0.012597613	0.004129111	0.005333435	0.013591657	0.003235843	0.003733665	0.010205352	0.026384568	0.051026758	0.103795893	0.041568139	0.079402614	0.162538892	0.123957685	0.227255756	0.475171126	0.446907117	3.70E-05	6.56E-05	1	1	0.998897464	0.995098039	34733	35157	52311.5	1	5	3.5	190	279	329.5	216	279	355.5	1.279134579	6.395672895	4.476971027	243.03557	356.8785475	421.4748438	276.2930691	356.8785475	454.7323428	13	15	20.5	106	205	208.5	167	319	326.5	498	913	954.5	838	1454	1565	2146	3743	4017.5	15.00707932	17.31586076	23.6650097	122.365416	236.650097	240.6904645	192.7832498	368.2506387	376.9085691	574.8865771	1053.958725	1101.865939	967.3794209	1678.484103	1806.621472
hMK_22	Mauritius	historical	NA	0.043787959	3.28E-05	5.55E-05	9.25E-05	0.000203481	0.00371816	0.004883553	0.012319873	0.004236112	0.005364509	0.013836733	0.002394063	0.004069907	0.008858032	0.025137659	0.04883888	0.099114197	0.04045966	0.076131195	0.157050515	0.126885324	0.21067752	0.464448168	0.432436842	3.41E-05	5.78E-05	0.994382022	1	0.994425864	1	36117	35884	54059	3	5	5.5	201	264	333	229	290	374	3.713356621	6.188927702	6.807820472	248.7948936	326.7753827	412.182585	283.4528888	358.9578067	462.9317921	10	17	18.5	105	204	207	169	318	328	530	880	970	852	1408	1556	2288	3778	4177	11.10309961	18.87526933	20.54073427	116.5825459	226.503232	229.8341619	187.6423834	353.0785675	364.1816671	588.4642792	977.0727654	1077.000662	945.9840865	1563.316425	1727.642299
hMK_23	Mauritius	historical	NA	0.075010093	3.53E-05	5.44E-05	1.45E-04	0.000254054	0.003447869	0.004300763	0.011196501	0.004228176	0.00529883	0.013755182	0.002878733	0.003358522	0.009115989	0.0259086	0.049178362	0.100995562	0.043181	0.076286434	0.162648434	0.132661629	0.216624685	0.481947943	0.387194022	3.78E-05	5.76E-05	0.994444444	1	0.996201845	1	37432	35349	55106.5	3	8	7	190	237	308.5	233	292	379	3.642770736	9.714055297	8.499798385	230.7088133	287.7788882	374.5982574	282.9218605	354.5630183	460.2033697	12	14	19	108	205	210.5	180	318	339	553	903	1004.5	929	1426	1642	2320	3697	4168.5	13.35088796	15.57603596	21.13890594	120.1579917	228.0776694	234.1968263	200.2633194	353.798531	377.1625849	615.2534203	1004.654319	1117.58058	1033.581243	1586.53052	1826.846503
hMK_25	Mauritius	historical	NA	0.079867056	3.55E-05	0.00E+00	1.75E-04	0.00017469	0.003821336	0.005218853	0.012861525	0.004389078	0.006092302	0.014870458	0.002562278	0.00455516	0.009679715	0.029608541	0.039857651	0.099074733	0.044982206	0.071743772	0.161708184	0.140071174	0.211530249	0.491672597	0.614999169	3.79E-05	9.22E-05	0.992592593	1	0.996742671	0.993865031	31569	28453	45795.5	0	8	4	175	239	294.5	201	279	340.5	0	11.6890871	5.844543549	255.6987803	349.2114771	430.3045188	293.6883134	407.6569126	497.5167696	9	16	17	104	140	174	158	252	284	492	743	863.5	822	1171	1407.5	1998	3029	3512.5	11.88324053	21.12576094	22.446121	137.3174461	184.8504082	229.7426502	208.6168893	332.7307348	374.9822566	649.6171488	981.0275236	1140.130911	1085.335968	1546.141629	1858.406782
aMK_SB787	Mauritius	ancient	ancient	0.021955164	4.52E-05	2.94E-05	5.89E-05	0.000117796	0.00385782	0.004093412	0.011809053	NA	NA	NA	0.005970149	0.007055631	0.018995929	0.020624152	0.057530529	0.098778833	0.05156038	0.080868385	0.183989145	0.132971506	0.227951153	0.493894166	0.218181818	0.3614654	0.797829037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
